"","symbol","date","open","high","low","close","volume","adjusted"
"67","AAPL",2020-03-05,73.879997,74.887497,72.852501,73.230003,187572800,72.775307
"68","AAPL",2020-03-06,70.5,72.705002,70.307503,72.2575,226176800,71.808846
"69","AAPL",2020-03-09,65.9375,69.522499,65.75,66.542503,286744800,66.129333
"70","AAPL",2020-03-10,69.285004,71.610001,67.342499,71.334999,285290000,70.892075
"71","AAPL",2020-03-11,69.347504,70.305,67.964996,68.857498,255598800,68.429955
"72","AAPL",2020-03-12,63.985001,67.5,62,62.057499,418474000,61.672176
"73","AAPL",2020-03-13,66.222504,69.980003,63.237499,69.4925,370732000,69.061012
"74","AAPL",2020-03-16,60.487499,64.769997,60,60.552502,322423600,60.176525
"75","AAPL",2020-03-17,61.877499,64.402496,59.599998,63.215,324056000,62.822491
"76","AAPL",2020-03-18,59.942501,62.5,59.279999,61.6675,300233600,61.284599
"77","AAPL",2020-03-19,61.8475,63.209999,60.6525,61.195,271857200,60.815033
"78","AAPL",2020-03-20,61.794998,62.9575,57,57.310001,401693200,56.954155
"79","AAPL",2020-03-23,57.02,57.125,53.1525,56.092499,336752800,55.744217
"80","AAPL",2020-03-24,59.09,61.922501,58.575001,61.720001,287531200,61.336773
"81","AAPL",2020-03-25,62.6875,64.5625,61.075001,61.380001,303602000,60.998886
"82","AAPL",2020-03-26,61.630001,64.669998,61.59,64.610001,252087200,64.208832
"83","AAPL",2020-03-27,63.1875,63.967499,61.762501,61.935001,204216800,61.550438
"84","AAPL",2020-03-30,62.685001,63.880001,62.349998,63.702499,167976400,63.306961
"85","AAPL",2020-03-31,63.900002,65.622498,63,63.572498,197002000,63.177769
"86","AAPL",2020-04-01,61.625,62.18,59.782501,60.227501,176218400,59.853539
"87","AAPL",2020-04-02,60.084999,61.287498,59.224998,61.232498,165934000,60.852295
"88","AAPL",2020-04-03,60.700001,61.424999,59.7425,60.352501,129880000,59.977768
"89","AAPL",2020-04-06,62.724998,65.777496,62.345001,65.6175,201820400,65.210068
"90","AAPL",2020-04-07,67.699997,67.925003,64.75,64.857498,202887200,64.454796
"91","AAPL",2020-04-08,65.684998,66.842499,65.307503,66.517502,168895200,66.104485
"92","AAPL",2020-04-09,67.175003,67.517502,66.175003,66.997498,162116400,66.581505
"93","AAPL",2020-04-13,67.077499,68.425003,66.457497,68.3125,131022800,67.888336
"94","AAPL",2020-04-14,70,72.0625,69.512497,71.762497,194994800,71.31691
"95","AAPL",2020-04-15,70.599998,71.582497,70.157501,71.107498,131154400,70.665985
"96","AAPL",2020-04-16,71.845001,72.050003,70.587502,71.672501,157125200,71.22747
"97","AAPL",2020-04-17,71.172501,71.737503,69.214996,70.699997,215250000,70.261017
"98","AAPL",2020-04-20,69.487503,70.419998,69.212502,69.232498,130015200,68.80262
"99","AAPL",2020-04-21,69.07,69.3125,66.357498,67.092499,180991600,66.675911
"100","AAPL",2020-04-22,68.402496,69.474998,68.050003,69.025002,117057200,68.596413
"101","AAPL",2020-04-23,68.967499,70.4375,68.717499,68.7575,124814400,68.330582
"102","AAPL",2020-04-24,69.300003,70.752502,69.25,70.7425,126508800,70.303253
"103","AAPL",2020-04-27,70.449997,71.135002,69.987503,70.792503,117087600,70.352943
"104","AAPL",2020-04-28,71.269997,71.457497,69.550003,69.644997,112004800,69.212555
"105","AAPL",2020-04-29,71.182503,72.417503,70.972504,71.932503,137280800,71.485863
"106","AAPL",2020-04-30,72.489998,73.6325,72.087502,73.449997,183064000,72.993935
"107","AAPL",2020-05-01,71.5625,74.75,71.462502,72.267502,240616800,71.818787
"108","AAPL",2020-05-04,72.292503,73.422501,71.580002,73.290001,133568000,72.83493
"109","AAPL",2020-05-05,73.764999,75.25,73.614998,74.389999,147751200,73.928101
"110","AAPL",2020-05-06,75.114998,75.809998,74.717499,75.157501,142333600,74.690842
"111","AAPL",2020-05-07,75.805,76.292503,75.4925,75.934998,115215200,75.463509
"112","AAPL",2020-05-08,76.410004,77.587502,76.072502,77.532501,134048000,77.259674
"113","AAPL",2020-05-11,77.025002,79.262497,76.809998,78.752502,145946400,78.475372
"114","AAPL",2020-05-12,79.457497,79.922501,77.727501,77.852501,162301200,77.578537
"115","AAPL",2020-05-13,78.037498,78.987503,75.802498,76.912498,200622400,76.641853
"116","AAPL",2020-05-14,76.127502,77.447502,75.3825,77.385002,158929200,77.112686
"117","AAPL",2020-05-15,75.087502,76.974998,75.052498,76.927498,166348400,76.656792
"118","AAPL",2020-05-18,78.292503,79.125,77.580002,78.739998,135372400,78.462914
"119","AAPL",2020-05-19,78.7575,79.629997,78.252502,78.285004,101729600,78.009521
"120","AAPL",2020-05-20,79.169998,79.879997,79.129997,79.807503,111504800,79.526665
"121","AAPL",2020-05-21,79.665001,80.222504,78.967499,79.212502,102688800,78.933754
"122","AAPL",2020-05-22,78.942497,79.807503,78.837502,79.722504,81803200,79.441963
"123","AAPL",2020-05-26,80.875,81.059998,79.125,79.182503,125522000,78.903862
"124","AAPL",2020-05-27,79.035004,79.677498,78.272499,79.527496,112945200,79.247643
"125","AAPL",2020-05-28,79.192497,80.860001,78.907501,79.5625,133560800,79.282524
"126","AAPL",2020-05-29,79.8125,80.287498,79.1175,79.485001,153598000,79.205299
"127","AAPL",2020-06-01,79.4375,80.587502,79.302498,80.462502,80791200,80.179359
"128","AAPL",2020-06-02,80.1875,80.860001,79.732498,80.834999,87642800,80.550545
"129","AAPL",2020-06-03,81.165001,81.550003,80.574997,81.279999,104491200,80.99398
"130","AAPL",2020-06-04,81.097504,81.404999,80.195,80.580002,87560400,80.296448
"131","AAPL",2020-06-05,80.837502,82.9375,80.807503,82.875,137250400,82.583374
"132","AAPL",2020-06-08,82.5625,83.400002,81.830002,83.364998,95654400,83.07164
"133","AAPL",2020-06-09,83.035004,86.402496,83.002502,85.997498,147712400,85.694878
"134","AAPL",2020-06-10,86.974998,88.692497,86.522499,88.209999,166651600,87.89959
"135","AAPL",2020-06-11,87.327499,87.764999,83.870003,83.974998,201662400,83.679497
"136","AAPL",2020-06-12,86.18,86.949997,83.555,84.699997,200146000,84.401947
"137","AAPL",2020-06-15,83.3125,86.419998,83.144997,85.747498,138808800,85.445755
"138","AAPL",2020-06-16,87.864998,88.300003,86.18,88.019997,41357200,87.710258
"139","AAPL",2020-06-17,88.787498,88.849998,87.772499,87.897499,28532000,87.588196
"140","AAPL",2020-06-18,87.852501,88.362503,87.305,87.932503,24205100,87.623077
"141","AAPL",2020-06-19,88.660004,89.139999,86.287498,87.43,66119000,87.122337
"142","AAPL",2020-06-22,87.834999,89.864998,87.787498,89.717499,33861300,89.401787
"143","AAPL",2020-06-23,91,93.095001,90.567497,91.6325,53038900,91.310051
"144","AAPL",2020-06-24,91.25,92.197502,89.629997,90.014999,48155800,89.698242
"145","AAPL",2020-06-25,90.175003,91.25,89.392502,91.209999,34380600,90.889038
"146","AAPL",2020-06-26,91.102501,91.330002,88.254997,88.407501,51314200,88.096405
"147","AAPL",2020-06-29,88.3125,90.542503,87.82,90.445,32661500,90.126732
"148","AAPL",2020-06-30,90.019997,91.495003,90,91.199997,35055800,90.879066
"149","AAPL",2020-07-01,91.279999,91.839996,90.977501,91.027496,27684300,90.707176
"150","AAPL",2020-07-02,91.962502,92.6175,90.910004,91.027496,28510400,90.707176
"151","AAPL",2020-07-06,92.5,93.945,92.467499,93.462502,29663900,93.133614
"152","AAPL",2020-07-07,93.852501,94.654999,93.057503,93.172501,28106100,92.844635
"153","AAPL",2020-07-08,94.18,95.375,94.089996,95.342499,29158300,95.006996
"154","AAPL",2020-07-09,96.262497,96.317497,94.672501,95.752502,125642800,95.415558
"155","AAPL",2020-07-10,95.334999,95.980003,94.705002,95.919998,90257200,95.582466
"156","AAPL",2020-07-13,97.264999,99.955002,95.2575,95.477501,191649200,95.141525
"157","AAPL",2020-07-14,94.839996,97.254997,93.877502,97.057503,170989200,96.715965
"158","AAPL",2020-07-15,98.989998,99.247498,96.489998,97.724998,153198000,97.381111
"159","AAPL",2020-07-16,96.5625,97.404999,95.904999,96.522499,110577600,96.182846
"160","AAPL",2020-07-17,96.987503,97.147499,95.839996,96.327499,92186800,95.988533
"161","AAPL",2020-07-20,96.417503,98.5,96.0625,98.357498,90318000,98.011391
"162","AAPL",2020-07-21,99.172501,99.25,96.7425,97,103646000,96.658661
"163","AAPL",2020-07-22,96.692497,97.974998,96.602501,97.272499,89001600,96.930199
"164","AAPL",2020-07-23,96.997498,97.077499,92.010002,92.845001,197004400,92.518288
"165","AAPL",2020-07-24,90.987503,92.970001,89.144997,92.614998,185438800,92.289093
"166","AAPL",2020-07-27,93.709999,94.904999,93.480003,94.809998,121214000,94.476364
"167","AAPL",2020-07-28,94.3675,94.550003,93.247498,93.252502,103625600,92.924355
"168","AAPL",2020-07-29,93.75,95.230003,93.712502,95.040001,90329200,94.705559
"169","AAPL",2020-07-30,94.1875,96.297501,93.767502,96.190002,158130000,95.851517
"170","AAPL",2020-07-31,102.885002,106.415001,100.824997,106.260002,374336800,105.886086
"171","AAPL",2020-08-03,108.199997,111.637497,107.892502,108.9375,308151200,108.554153
"172","AAPL",2020-08-04,109.1325,110.790001,108.387497,109.665001,173071600,109.279099
"173","AAPL",2020-08-05,109.377502,110.392502,108.897499,110.0625,121992000,109.675194
"174","AAPL",2020-08-06,110.404999,114.412498,109.797501,113.902496,202428800,113.501678
"175","AAPL",2020-08-07,113.205002,113.675003,110.292503,111.112503,198045600,110.921135
"176","AAPL",2020-08-10,112.599998,113.775002,110,112.727501,212403600,112.533356
"177","AAPL",2020-08-11,111.970001,112.482498,109.107498,109.375,187902400,109.186623
"178","AAPL",2020-08-12,110.497498,113.275002,110.297501,113.010002,165944800,112.815369
"179","AAPL",2020-08-13,114.43,116.042503,113.927498,115.010002,210082000,114.81192
"180","AAPL",2020-08-14,114.830002,115,113.044998,114.907501,165565200,114.709602
"181","AAPL",2020-08-17,116.0625,116.087502,113.962502,114.607498,119561600,114.41011
"182","AAPL",2020-08-18,114.352501,116,114.0075,115.5625,105633600,115.363472
"183","AAPL",2020-08-19,115.982498,117.162498,115.610001,115.707497,145538000,115.508217
"184","AAPL",2020-08-20,115.75,118.392502,115.732498,118.275002,126907200,118.071297
"185","AAPL",2020-08-21,119.262497,124.8675,119.25,124.370003,338054800,124.1558
"186","AAPL",2020-08-24,128.697495,128.785004,123.9375,125.857498,345937600,125.640739
"187","AAPL",2020-08-25,124.697502,125.18,123.052498,124.824997,211495600,124.610016
"188","AAPL",2020-08-26,126.18,126.9925,125.082497,126.522499,163022400,126.304596
"189","AAPL",2020-08-27,127.142502,127.485001,123.832497,125.010002,155552400,124.794701
"190","AAPL",2020-08-28,126.012497,126.442497,124.577499,124.807503,187630000,124.592552
"191","AAPL",2020-08-31,127.580002,131,126,129.039993,225702700,128.817749
"192","AAPL",2020-09-01,132.759995,134.800003,130.529999,134.179993,152470100,133.948898
"193","AAPL",2020-09-02,137.589996,137.979996,127,131.399994,200119000,131.173691
"194","AAPL",2020-09-03,126.910004,128.839996,120.5,120.879997,257599600,120.671806
"195","AAPL",2020-09-04,120.07,123.699997,110.889999,120.959999,332607200,120.751671
"196","AAPL",2020-09-08,113.949997,118.989998,112.68,112.82,231366600,112.625694
"197","AAPL",2020-09-09,117.260002,119.139999,115.260002,117.32,176940500,117.117943
"198","AAPL",2020-09-10,120.360001,120.5,112.5,113.489998,182274400,113.29454
"199","AAPL",2020-09-11,114.57,115.230003,110,112,180860300,111.807106
"200","AAPL",2020-09-14,114.720001,115.93,112.800003,115.360001,140150100,115.161316
"201","AAPL",2020-09-15,118.330002,118.830002,113.610001,115.540001,184642000,115.341011
"202","AAPL",2020-09-16,115.230003,116,112.040001,112.129997,154679000,111.936882
"203","AAPL",2020-09-17,109.720001,112.199997,108.709999,110.339996,178011000,110.149963
"204","AAPL",2020-09-18,110.400002,110.879997,106.089996,106.839996,287104900,106.655991
"205","AAPL",2020-09-21,104.540001,110.190002,103.099998,110.080002,195713800,109.890411
"206","AAPL",2020-09-22,112.68,112.860001,109.160004,111.809998,183055400,111.617432
"207","AAPL",2020-09-23,111.620003,112.110001,106.769997,107.120003,150718700,106.935509
"208","AAPL",2020-09-24,105.169998,110.25,105,108.220001,167743300,108.033615
"209","AAPL",2020-09-25,108.43,112.440002,107.669998,112.279999,149981400,112.086624
"210","AAPL",2020-09-28,115.010002,115.32,112.779999,114.959999,137672400,114.762009
"211","AAPL",2020-09-29,114.550003,115.309998,113.57,114.089996,99382200,113.893501
"212","AAPL",2020-09-30,113.790001,117.260002,113.620003,115.809998,142675200,115.610542
"213","AAPL",2020-10-01,117.639999,117.720001,115.830002,116.790001,116120400,116.58886
"214","AAPL",2020-10-02,112.889999,115.370003,112.220001,113.019997,144712000,112.825348
"215","AAPL",2020-10-05,113.910004,116.650002,113.550003,116.5,106243800,116.299355
"216","AAPL",2020-10-06,115.699997,116.120003,112.25,113.160004,161498200,112.965111
"217","AAPL",2020-10-07,114.620003,115.550003,114.129997,115.080002,96849000,114.881805
"218","AAPL",2020-10-08,116.25,116.400002,114.589996,114.970001,83477200,114.771988
"219","AAPL",2020-10-09,115.279999,117,114.919998,116.970001,100506900,116.768547
"220","AAPL",2020-10-12,120.059998,125.18,119.279999,124.400002,240226800,124.185753
"221","AAPL",2020-10-13,125.269997,125.389999,119.650002,121.099998,262330500,120.891434
"222","AAPL",2020-10-14,121,123.029999,119.620003,121.190002,151062300,120.981277
"223","AAPL",2020-10-15,118.720001,121.199997,118.150002,120.709999,112559200,120.502106
"224","AAPL",2020-10-16,121.279999,121.550003,118.809998,119.019997,115393800,118.81501
"225","AAPL",2020-10-19,119.959999,120.419998,115.660004,115.980003,120639300,115.780251
"226","AAPL",2020-10-20,116.199997,118.980003,115.629997,117.510002,124423700,117.307617
"227","AAPL",2020-10-21,116.669998,118.709999,116.449997,116.870003,89946000,116.668724
"228","AAPL",2020-10-22,117.449997,118.040001,114.589996,115.75,101988000,115.550644
"229","AAPL",2020-10-23,116.389999,116.550003,114.279999,115.040001,82572600,114.841873
"230","AAPL",2020-10-26,114.010002,116.550003,112.879997,115.050003,111850700,114.851852
"231","AAPL",2020-10-27,115.489998,117.279999,114.540001,116.599998,92276800,116.399178
"232","AAPL",2020-10-28,115.050003,115.43,111.099998,111.199997,143937800,111.008476
"233","AAPL",2020-10-29,112.370003,116.93,112.199997,115.32,146129200,115.121384
"234","AAPL",2020-10-30,111.059998,111.989998,107.720001,108.860001,190272600,108.672516
"235","AAPL",2020-11-02,109.110001,110.68,107.32,108.769997,122866900,108.582664
"236","AAPL",2020-11-03,109.660004,111.489998,108.730003,110.440002,107624400,110.249794
"237","AAPL",2020-11-04,114.139999,115.589996,112.349998,114.949997,138235500,114.752022
"238","AAPL",2020-11-05,117.949997,119.620003,116.870003,119.029999,126387100,118.824997
"239","AAPL",2020-11-06,118.32,119.199997,116.129997,118.690002,114457900,118.690002
"240","AAPL",2020-11-09,120.5,121.989998,116.050003,116.32,154515300,116.32
"241","AAPL",2020-11-10,115.550003,117.589996,114.129997,115.970001,138023400,115.970001
"242","AAPL",2020-11-11,117.190002,119.629997,116.440002,119.489998,112295000,119.489998
"243","AAPL",2020-11-12,119.620003,120.529999,118.57,119.209999,103162300,119.209999
"244","AAPL",2020-11-13,119.440002,119.669998,117.870003,119.260002,81581900,119.260002
"245","AAPL",2020-11-16,118.919998,120.989998,118.150002,120.300003,91183000,120.300003
"246","AAPL",2020-11-17,119.550003,120.669998,118.959999,119.389999,74271000,119.389999
"247","AAPL",2020-11-18,118.610001,119.82,118,118.029999,76322100,118.029999
"248","AAPL",2020-11-19,117.589996,119.059998,116.809998,118.639999,74113000,118.639999
"249","AAPL",2020-11-20,118.639999,118.769997,117.290001,117.339996,73604300,117.339996
"250","AAPL",2020-11-23,117.18,117.620003,113.75,113.849998,127959300,113.849998
"251","AAPL",2020-11-24,113.910004,115.849998,112.589996,115.169998,113874200,115.169998
"252","AAPL",2020-11-25,115.550003,116.75,115.169998,116.029999,76499200,116.029999
"253","AAPL",2020-11-27,116.57,117.489998,116.220001,116.589996,46691300,116.589996
"254","AAPL",2020-11-30,116.970001,120.970001,116.809998,119.050003,169410200,119.050003
"255","AAPL",2020-12-01,121.010002,123.470001,120.010002,122.720001,128166800,122.720001
"256","AAPL",2020-12-02,122.019997,123.370003,120.889999,123.080002,89004200,123.080002
"257","AAPL",2020-12-03,123.519997,123.779999,122.209999,122.940002,78967600,122.940002
"258","AAPL",2020-12-04,122.599998,122.860001,121.519997,122.25,78260400,122.25
"259","AAPL",2020-12-07,122.309998,124.57,122.25,123.75,86712000,123.75
"260","AAPL",2020-12-08,124.370003,124.980003,123.089996,124.379997,82225500,124.379997
"261","AAPL",2020-12-09,124.529999,125.949997,121,121.779999,115089200,121.779999
"262","AAPL",2020-12-10,120.5,123.870003,120.150002,123.239998,81312200,123.239998
"263","AAPL",2020-12-11,122.43,122.760002,120.550003,122.410004,86939800,122.410004
"264","AAPL",2020-12-14,122.599998,123.349998,121.540001,121.779999,79184500,121.779999
"265","AAPL",2020-12-15,124.339996,127.900002,124.129997,127.879997,157572300,127.879997
"266","AAPL",2020-12-16,127.410004,128.369995,126.559998,127.809998,98208600,127.809998
"267","AAPL",2020-12-17,128.899994,129.580002,128.039993,128.699997,94359800,128.699997
"268","AAPL",2020-12-18,128.960007,129.100006,126.120003,126.660004,192541500,126.660004
"269","AAPL",2020-12-21,125.019997,128.309998,123.449997,128.229996,121251600,128.229996
"270","AAPL",2020-12-22,131.610001,134.410004,129.649994,131.880005,168904800,131.880005
"271","AAPL",2020-12-23,132.160004,132.429993,130.779999,130.960007,88223700,130.960007
"272","AAPL",2020-12-24,131.320007,133.460007,131.100006,131.970001,54930100,131.970001
"273","AAPL",2020-12-28,133.990005,137.339996,133.509995,136.690002,124486200,136.690002
"274","AAPL",2020-12-29,138.050003,138.789993,134.339996,134.869995,121047300,134.869995
"275","AAPL",2020-12-30,135.580002,135.990005,133.399994,133.720001,96452100,133.720001
"276","AAPL",2020-12-31,134.080002,134.740005,131.720001,132.690002,98990400,132.690002
"277","AAPL",2021-01-04,133.520004,133.610001,126.760002,129.410004,143301900,129.410004
"278","AAPL",2021-01-05,128.889999,131.740005,128.429993,131.009995,97664900,131.009995
"279","AAPL",2021-01-06,127.720001,131.050003,126.379997,126.599998,155088000,126.599998
"280","AAPL",2021-01-07,128.360001,131.630005,127.860001,130.919998,109004900,130.919998
